,Houses,Activity,Occurred,Average Duration,Avg Duration Dev Std,Avg Duration Dev Std (min),Average occurred (days)
734,HH128,Cook_Dinner,161,00:07:59,295595.0141,00:04:55,2.68
735,HH128,Cook_Lunch,56,00:07:29,280976.7113,00:04:40,0.93
736,HH128,Dress,350,00:08:45,300997.8231,00:05:00,5.83
737,HH128,Drink,338,00:08:41,298647.6792,00:04:58,5.63
738,HH128,Eat,4,00:08:32,283583.4267,00:04:43,0.07
739,HH128,Eat_Breakfast,86,00:08:25,274612.0922,00:04:34,1.43
740,HH128,Eat_Dinner,29,00:09:35,282191.9082,00:04:42,0.48
741,HH128,Eat_Lunch,21,00:07:23,293821.9536,00:04:53,0.35
742,HH128,Enter_Home,253,00:08:09,289158.1749,00:04:49,4.22
743,HH128,Entertain_Guests,4,00:08:10,281076.1678,00:04:41,0.07
744,HH128,Evening_Meds,38,00:08:28,244083.554,00:04:04,0.63
745,HH128,Groom,17,00:07:15,267527.9384,00:04:27,0.28
746,HH128,Leave_Home,253,00:08:15,292990.7607,00:04:52,4.22
747,HH128,Morning_Meds,40,00:09:12,299528.9339,00:04:59,0.67
748,HH128,Personal_Hygiene,344,00:08:25,287219.9272,00:04:47,5.73
749,HH128,Phone,133,00:08:23,280731.2194,00:04:40,2.22
750,HH128,Read,111,00:08:17,285041.1183,00:04:45,1.85
751,HH128,Relax,42,00:07:44,294438.1775,00:04:54,0.7
752,HH128,Sleep,136,00:08:01,288396.1465,00:04:48,2.27
753,HH128,Step_Out,129,00:08:14,294191.8209,00:04:54,2.15
754,HH128,Take_Medicine,38,00:08:30,250686.2415,00:04:10,0.63
755,HH128,Toilet,277,00:07:53,282639.3294,00:04:42,4.62
756,HH128,Wash_Breakfast_Dishes,95,00:08:01,268487.329,00:04:28,1.58
757,HH128,Wash_Dinner_Dishes,68,00:07:53,275864.2239,00:04:35,1.13
758,HH128,Wash_Dishes,133,00:08:20,289519.1823,00:04:49,2.22
759,HH128,Wash_Lunch_Dishes,27,00:06:44,257430.9702,00:04:17,0.45
760,HH128,Watch_TV,392,00:08:17,286889.6286,00:04:46,6.53
761,HH128,Work_At_Table,474,00:08:09,292107.3466,00:04:52,7.9
762,HH129,Bed_Toilet_Transition,66,00:08:37,300960.0248,00:05:00,2.2
763,HH129,Cook,38,00:06:57,261302.3396,00:04:21,1.27
764,HH129,Cook_Breakfast,129,00:08:33,289273.6174,00:04:49,4.3
765,HH129,Cook_Dinner,91,00:08:54,288350.114,00:04:48,3.03
766,HH129,Cook_Lunch,56,00:09:25,303326.6727,00:05:03,1.87
767,HH129,Dress,66,00:08:39,288497.2432,00:04:48,2.2
768,HH129,Drink,112,00:09:00,295663.6878,00:04:55,3.73
769,HH129,Eat,12,00:06:41,231891.8586,00:03:51,0.4
770,HH129,Eat_Breakfast,21,00:08:21,276830.9504,00:04:36,0.7
771,HH129,Eat_Dinner,21,00:06:34,315375.079,00:05:15,0.7
772,HH129,Eat_Lunch,15,00:09:36,229043.939,00:03:49,0.5
773,HH129,Enter_Home,96,00:07:50,282039.1052,00:04:42,3.2
774,HH129,Entertain_Guests,3,00:12:02,178816.9135,00:02:58,0.1
775,HH129,Evening_Meds,13,00:08:26,261826.7536,00:04:21,0.43
776,HH129,Groom,4,00:02:55,60703.6179,00:01:00,0.13
777,HH129,Leave_Home,97,00:08:07,269585.8369,00:04:29,3.23
778,HH129,Morning_Meds,22,00:08:04,291918.9505,00:04:51,0.73
779,HH129,Personal_Hygiene,383,00:09:00,290058.0342,00:04:50,12.77
780,HH129,Phone,20,00:06:56,272940.162,00:04:32,0.67
781,HH129,Read,105,00:08:23,290429.4426,00:04:50,3.5
782,HH129,Relax,25,00:09:28,324432.7134,00:05:24,0.83
783,HH129,Sleep,145,00:09:00,297239.9859,00:04:57,4.83
784,HH129,Sleep_Out_Of_Bed,2,00:03:04,75168.0,00:01:15,0.07
785,HH129,Step_Out,42,00:08:45,314623.3087,00:05:14,1.4
786,HH129,Toilet,107,00:08:54,293815.8823,00:04:53,3.57
787,HH129,Wash_Breakfast_Dishes,53,00:08:10,310422.7751,00:05:10,1.77
788,HH129,Wash_Dinner_Dishes,22,00:07:23,241294.8628,00:04:01,0.73
789,HH129,Wash_Dishes,55,00:07:11,289010.865,00:04:49,1.83
790,HH129,Wash_Lunch_Dishes,28,00:09:02,272204.7576,00:04:32,0.93
791,HH129,Watch_TV,72,00:08:26,268307.7789,00:04:28,2.4
792,HH129,Work_At_Desk,7,00:11:43,198279.8273,00:03:18,0.23
793,HH129,Work_At_Table,1,00:06:53,0.0,00:00:00,0.03
794,HH130,Bathe,10,00:08:18,230108.9251,00:03:50,0.34
795,HH130,Bed_Toilet_Transition,53,00:08:31,266124.3454,00:04:26,1.83
796,HH130,Cook,5,00:11:16,144812.9594,00:02:24,0.17
797,HH130,Cook_Breakfast,1,00:08:09,0.0,00:00:00,0.03
798,HH130,Cook_Lunch,1,00:03:40,0.0,00:00:00,0.03
799,HH130,Dress,94,00:08:39,301917.1074,00:05:01,3.24
800,HH130,Eat,4,00:06:34,296465.1858,00:04:56,0.14
801,HH130,Eat_Breakfast,1,00:15:48,0.0,00:00:00,0.03
802,HH130,Eat_Lunch,1,00:16:32,0.0,00:00:00,0.03
803,HH130,Enter_Home,141,00:08:31,288353.3265,00:04:48,4.86
804,HH130,Entertain_Guests,103,00:09:21,295715.9023,00:04:55,3.55
805,HH130,Groom,48,00:08:08,255327.486,00:04:15,1.66
806,HH130,Leave_Home,138,00:08:04,302343.2658,00:05:02,4.76
807,HH130,Personal_Hygiene,173,00:07:47,289883.8546,00:04:49,5.97
808,HH130,Phone,82,00:08:28,286190.5922,00:04:46,2.83
809,HH130,Relax,20,00:07:46,320405.0929,00:05:20,0.69
810,HH130,Sleep,92,00:07:38,299994.2381,00:04:59,3.17
811,HH130,Sleep_Out_Of_Bed,22,00:09:24,267151.1998,00:04:27,0.76
812,HH130,Step_Out,12,00:09:20,301110.8559,00:05:01,0.41
813,HH130,Toilet,126,00:09:01,287923.1512,00:04:47,4.34
814,HH130,Wash_Dishes,2,00:05:52,71077.0,00:01:11,0.07
815,HH130,Watch_TV,274,00:08:01,281414.5341,00:04:41,9.45
816,HH130,Work,12,00:12:02,205744.7461,00:03:25,0.41
817,HH130,Work_At_Table,6,00:07:51,264942.3168,00:04:24,0.21
818,HH130,Work_On_Computer,63,00:07:11,241620.493,00:04:01,2.17
